PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
9803,144213356,7732,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9804,144213357,8064,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9805,144213358,18617,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Matrix Scientific
9806,144213359,6559,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9807,144213360,12388,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9808,144213361,24744,Active,59,,,active antagonist,active antagonist,5.8829,-110.464,active agonist,18.6034,108.614,active antagonist,7.40614,-94.1305,inconclusive antagonist,,-24.163,Waterstone
9809,144213362,444266,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9810,144213363,8363,Inconclusive,5,,,inconclusive,inconclusive antagonist,61.1306,-102.771,inactive,,0,inactive,,0,inactive,,0,SIGMA
9811,144213364,9395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9812,144213365,13246,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9813,144213366,8749,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,1.62652,-37.7721,inactive,,0,inconclusive antagonist,,,inconclusive antagonist,48.5577,-57.1866,SIGMA
9814,144213367,2724385,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,LightBiologicals
9815,144213368,14260,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9816,144213369,159055,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9817,144213370,66,Active,49,,,active antagonist,active antagonist,27.306,-116.077,inactive,,0,active antagonist,34.3762,-119.964,inactive,,0,SIGMA
9818,144213371,10870,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9819,144213372,31288,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9820,144213373,7451,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9821,144213374,9795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9822,144213375,8359,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9823,144213376,7729,Active,50,,,active antagonist,active antagonist,12.1972,-81.4226,inactive,,0,active antagonist,11.7379,-77.1271,inactive,,0,LightBiologicals
9824,144213377,8050,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9825,144213378,31237,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9826,144213379,67172,Inconclusive,5,,,inconclusive,active agonist,31.8365,34.6116,inactive,,0,inactive,,0,inactive,,0,SIGMA
9827,144213380,24482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9828,144213381,6327349,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9829,144213382,1672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9830,144213383,8783,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9831,144213384,27756,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9832,144213385,16230,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9833,144213386,19458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9834,144213387,12573,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,LightBiologicals
9835,144213388,811,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9836,144213389,12713,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,14.9457,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
9837,144213390,8168,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9838,144213391,8419,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9839,144213392,7013,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,48.5577,-115.216,inactive,,0,active antagonist,51.435,-98.5574,inconclusive antagonist,54.4827,-56.2351,SIGMA
9840,144213393,8777,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Spectrum Chemical
9841,144213394,13728,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9842,144213395,92839,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9843,144213396,13690,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9844,144213397,5280450,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9845,144213398,7375,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9846,144213399,8362,Inconclusive,5,,,inconclusive,active antagonist,12.6743,-27.9756,inactive,,0,inactive,,0,inactive,,0,TCI
9847,144213400,31215,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9848,144213401,8836,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9849,144213402,14899,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
9850,144213403,9473,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9851,144213404,9275,Active,40,,,active antagonist,active antagonist,68.5896,-48.6271,inactive,,0,inconclusive antagonist,68.5896,-54.8663,inactive,,0,LightBiologicals
9852,144213405,73674,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9853,144213406,9481,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9854,144213407,7391,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9855,144213408,7958,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9856,144213409,864,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9857,144213410,7361,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9858,144213411,8087,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9859,144213412,6537494,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9860,144213413,11867,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9861,144213414,7582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9862,144213415,12868,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9863,144213416,14025,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,68.5896,-62.3604,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
9864,144213417,5320,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9865,144213418,8195,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9866,144213419,4110039,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9867,144213420,23669619,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9868,144213421,14286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9869,144213422,7335,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9870,144213423,6535,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9871,144213424,228987,Inconclusive,5,,,inconclusive,inconclusive antagonist,68.5896,-34.3925,inactive,,0,inactive,,0,inactive,,0,TCI
9872,144213425,8199,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9873,144213426,338,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9874,144213427,7648,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-61.2548,inactive,,0,inconclusive antagonist,61.1306,-60.2525,inactive,,0,LightBiologicals
9875,144213428,1318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9876,144213429,12688,Active,55,,,active antagonist,active antagonist,11.7379,-118.027,inactive,,0,active antagonist,10.0676,-114.714,active antagonist,44.9702,-119.323,LightBiologicals
9877,144213430,50896,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9878,144213431,8111,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9879,144213432,8178,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9880,144213433,13618,Active,42,,,active antagonist,active antagonist,63.5221,-105.076,inactive,,0,active antagonist,61.1306,-97.9661,inactive,,0,LightBiologicals
9881,144213434,11089,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9882,144213435,6966,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9883,144213436,24764,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9884,144213437,13624,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9885,144213438,15817,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9886,144213439,17857,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9887,144213440,16402,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9888,144213441,7455,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9889,144213442,4075,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9890,144213443,17162,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9891,144213444,62551,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9892,144213445,6505,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive antagonist,,,SIGMA
9893,144213446,21531,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9894,144213447,638186,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9895,144213448,7371,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9896,144213449,6777,Active,46,,,active antagonist,active antagonist,34.873,-109.768,inconclusive agonist,,28.6243,active antagonist,36.2373,-104.142,inconclusive antagonist,,-32.5917,SIGMA
9897,144213450,62479,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9898,144213451,8294,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9899,144213452,19395,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9900,144213453,77703,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9901,144213454,12955,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9902,144213455,37123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive antagonist,,,inactive,,0,LightBiologicals
9903,144213456,31279,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9904,144213457,11317,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9905,144213458,13450,Active,44,,,active antagonist,active antagonist,27.306,-55.0237,active agonist,34.3762,28.8193,inconclusive antagonist,,,inactive,,0,SIGMA
9906,144213459,12170,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9907,144213460,12582,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9908,144213461,23665759,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9909,144213462,7837,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9910,144213463,7154,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9911,144213464,73339,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9912,144213465,8141,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9913,144213466,11807,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9914,144213467,41206,Inconclusive,5,,,inconclusive,inconclusive antagonist,71.3259,-45.6494,inactive,,0,inactive,,0,inactive,,0,SIGMA
9915,144213468,8458,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
9916,144213469,6616,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9917,144213470,7355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9918,144213471,79878,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
9919,144213472,9740,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9920,144213473,7804,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9921,144213474,18635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9922,144213475,61057,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9923,144213476,15158,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9924,144213477,135408793,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9925,144213478,5281875,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,30.6379,-102.336,active antagonist,12.1972,-35.0022,active antagonist,34.3762,-103.144,active antagonist,38.5708,-64.5464,LightBiologicals
9926,144213479,16305,Active,43,,,active antagonist,active antagonist,27.306,-51.0489,inactive,,0,inconclusive antagonist,,-36.2243,inactive,,0,SIGMA
9927,144213480,13578,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9928,144213481,19188,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9929,144213482,5283349,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.4827,-84.5459,inactive,,0,inconclusive antagonist,48.5577,-71.3053,inactive,,0,SIGMA
9930,144213483,7488,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9931,144213484,6503,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9932,144213485,25644,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9933,144213486,24066,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9934,144213487,10913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9935,144213488,8042,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9936,144213489,31368,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9937,144213490,101940,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9938,144213491,20686,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9939,144213492,8069,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
9940,144213493,18529,Active,52,,,active antagonist,active antagonist,10.7163,-95.4911,inactive,,0,active antagonist,11.1355,-97.1771,inactive,,0,LightBiologicals
9941,144213494,6547,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9942,144213495,6934,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9943,144213496,11855,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9944,144213497,7092,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9945,144213498,7395,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9946,144213499,9787,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,17.9872,-62.0137,inactive,,0,inconclusive antagonist,14.2877,-38.3256,inactive,,0,LightBiologicals
9947,144213500,15630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9948,144213501,19241,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Enamine
9949,144213502,9128,Active,46,,,active antagonist,active antagonist,24.3365,-74.4285,inconclusive agonist,,26.6131,inconclusive antagonist,32.4533,-47.6884,inactive,,0,SIGMA
9950,144213503,122499,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,TCI
9951,144213504,7421,Active,48,,,active antagonist,active antagonist,18.6034,-82.6747,inactive,,0,active antagonist,15.3553,-77.386,inactive,,0,SIGMA
9952,144213505,6796,Inconclusive,5,,,inconclusive,active antagonist,29.4844,-54.2327,active agonist,28.3743,37.5367,inactive,,0,inactive,,0,TCI
9953,144213506,6978,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,54.4827,-84.9401,inactive,,0,inconclusive antagonist,54.4827,-82.1155,inactive,,0,SIGMA
9954,144213507,12276,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Acros
9955,144213508,7913,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9956,144213509,7956,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9957,144213510,7849,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9958,144213511,4909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9959,144213512,18689,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9960,144213513,15595,Active,41,,,active antagonist,active antagonist,57.711,-65.1676,inconclusive agonist,,26.801,inconclusive antagonist,,-31.2211,inactive,,0,SIGMA
9961,144213514,6877,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9962,144213515,7150,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9963,144213516,7932,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9964,144213517,8723,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9965,144213518,7390,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9966,144213519,7573,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-56.3585,inactive,,0,inconclusive antagonist,57.711,-74.6876,inactive,,0,Enamine
9967,144213520,7929,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9968,144213521,16684880,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9969,144213522,26041,Active,57,,,active antagonist,active antagonist,0.630733,-56.7647,inactive,,0,active antagonist,0.32224,-46.8215,inconclusive,,,LightBiologicals
9970,144213523,11123,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9971,144213524,23662383,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9972,144213525,19499,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9973,144213526,15088,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9974,144213527,11883,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-61.8327,inactive,,0,inconclusive antagonist,,-54.292,inactive,,0,LightBiologicals
9975,144213528,17049,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9976,144213529,8326,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9977,144213530,70400,Active,42,,,active antagonist,active antagonist,61.0684,-102.997,inactive,,0,active antagonist,56.5566,-94.6911,inconclusive antagonist,64.6869,-29.7944,SIGMA
9978,144213531,7924,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9979,144213532,6991,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9980,144213533,18204,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,LightBiologicals
9981,144213534,7486,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9982,144213535,3220,Active,68,,,active antagonist,active antagonist,0.863492,-95.134,active antagonist,52.4314,-78.1751,active antagonist,1.00676,-99.8849,inconclusive antagonist,11.5149,-27.8481,LightBiologicals
9983,144213536,66688,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
9984,144213537,4610,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9985,144213538,7078,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9986,144213539,15909,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9987,144213540,14868,Active,72,,,active antagonist,active antagonist,0.685896,-103.434,active agonist,35.7211,708.142,active antagonist,0.685896,-86.8359,inactive,,0,LightBiologicals
9988,144213541,8192,Inconclusive,5,,,inconclusive,inconclusive agonist,,,inactive,,0,inactive,,0,inactive,,0,SIGMA
9989,144213542,4943,Active,42,,,active antagonist,active antagonist,57.711,-74.5746,inactive,,0,active antagonist,45.8415,-62.2068,inactive,,0,SIGMA
9990,144213543,11729,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9991,144213544,7636,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9992,144213545,15659,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9993,144213546,7489,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9994,144213547,8160,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9995,144213548,12002,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-43.3738,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
9996,144213549,7222,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9997,144213550,10914,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
9998,144213551,15278,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
9999,144213552,81530,Inconclusive,5,,,inconclusive,inconclusive agonist,10.8707,65.1456,inactive,,0,inconclusive antagonist,,-58.5005,active agonist,41.6478,43.3709,SIGMA
10000,144213553,15560,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
RESULT_TYPE,,,,,,,STRING,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING
RESULT_DESCR,,,,,,,Type of compound activity based on both the MMP readout and the cell viability counter screen.,Type of compound activity in the ratio readout of the MMP screen.,The concentration of sample yielding half-maximal activation in the ratio readout of the MMP screen.,Percent activation in the ratio readout of the MMP screen.,Type of compound activity in the 535 nm readout of the MMP screen.,he concentration of sample yielding half-maximal activation in the 535 nm readout of the MMP screen.,Type of compound activity in the 535 nm readout of the MMP screen.,Type of compound activity in the 590 nm readout of the MMP screen.,he concentration of sample yielding half-maximal activation in the 590 nm readout of the MMP screen.,Type of compound activity in the 590 nm readout of the MMP screen.,Type of compound activity in the cell viability counter screen.,The concentration of sample yielding half-maximal inhibition of cell viability.,Percent inhibition of cell viability.,Where sample was obtained.
RESULT_UNIT,,,,,,,NONE,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE,MICROMOLAR,PERCENT,NONE
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,,TRUE,,,,,,,,,,,
10001,144213554,10868,Active,67,,,active antagonist,active antagonist,0.400798,-80.9214,inactive,,0,active antagonist,0.33082,-66.0145,inactive,,0,LightBiologicals
10002,144213555,5340,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10003,144213556,13286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10004,144213557,8083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10005,144213558,9217,Active,40,,,active antagonist,active antagonist,63.5221,-46.1478,inactive,,0,inconclusive antagonist,61.1306,-45.8753,inactive,,0,SIGMA
10006,144213559,111037,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
