PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005898618 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.825 uM,W590-Activity at 1.843 uM,W590-Activity at 4.120 uM,W590-Activity at 9.217 uM,W590-Activity at 20.60 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
1284,17389945,5743,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944355-01/37856957,,Inactive,,,,0,,,,,,,4,,2.7532,5.9503,3.6016,-7.7658,6.6769,3.0921,-5.1901,-3.367,-7.3534,-1.1141,13.7346,0.6635,0.1895,-5.3993,2.7532,10,,,,,,,4,,-1.8518,0.6877,0.6684,-14.5582,2.8601,1.8339,-22.0802,-4.2993,-20.2517,-0.6802,-1.3039,1.5003,-0.0433,-17.2507,-1.8518,10,,,,,,,4,,3.1836,4.8921,-0.0441,-4.2813,-0.9222,-0.9033,8.1517,-2.7915,6.4162,-1.1014,6.6277,-0.5492,-0.2244,6.1278,3.1836,QC'd by NIEHS/NTP
1285,17389946,3036,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944740-01/37856944,,Inactive,,,,0,,,,,,,4,,-16.0509,-5.0874,-11.0757,-8.5627,-2.1174,-10.6046,-5.2515,-5.5223,-8.6443,-3.1268,-2.1323,-5.2266,-17.3418,-7.4242,-16.0509,10,,-5.7251,3.0654,0.4754,1.5,-3.2897,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.7686,-0.1606,-6.6842,-4.1977,-1.1578,-6.9081,0.1966,-1.2268,-5.5348,-0.5906,1.1876,1.3643,-0.2602,4.848,0.7686,10,,-5.2,1.21,0.8566,-10.2698,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-10.4614,-1.8978,-0.3705,0.1367,-1.5216,-0.6765,-0.6986,-1.0246,-1.0108,-2.4588,-2.4358,-6.7027,-11.4748,-6.1888,-10.4614,QC'd by NIEHS/NTP
1286,17389947,3035,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944356-01/37857258,,Inactive,,,,0,,,,,,,4,,-6.1066,-3.4216,1.7438,-4.2865,-6.396,3.07,7.9311,-9.4814,-8.903,-1.1065,3.6242,0.9267,-2.2845,5.0312,-6.1066,10,,-4.1251,1.1,0.4894,-24.869,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.3908,0.7126,-2.3386,-2.9131,-0.7395,9.2914,2.7457,-5.921,-5.5515,-1.9779,-1.9247,-0.6158,-9.9966,-3.3903,-17.3908,10,,-4.35,0.8,0.9375,24,-0.4718,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,16.9403,-0.1,0.8229,0.5719,-1.4431,-2.8932,-1.7025,1.4208,0.8094,2.9325,3.3697,3.7658,8.1128,10.5911,16.9403,QC'd by NIEHS/NTP
1287,17389948,6294,Active,42,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548268-01/37856654,,Inhibitor,66.8242,108.745,,0,Partial curve; high efficacy,-4.35,2.7202,0.9189,-83.0806,4.5323,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-81.653,0.2539,17.7004,5.3211,3.2899,13.3974,4.4075,6.7522,1.7715,-1.6843,-8.0956,5.9267,-10.8969,-33.5714,-81.653,0,Partial curve; high efficacy,-4.1751,3.132,0.9602,-106.368,2.3769,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-80.5821,0.679,10.6486,0.5647,0.5533,9.9037,2.9157,-0.2297,1.1961,1.4239,-8.344,3.8259,1.1076,-23.1282,-80.5821,10,,-4.85,4.9549,0.9183,-9.9319,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.2036,0.4507,0.1136,-0.6901,-1.3487,-0.3715,-2.4762,0.8197,0.9519,-0.1346,0.695,0.1338,-8.746,-11.6099,-8.2036,QC'd by NIEHS/NTP
1288,17389949,4211,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990320-01/37856356,,Inhibitor,37.578,79.4948,,0,Partial curve; partial efficacy; poor fit,-4.35,1.6259,0.8068,-49.6715,8.2969,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-44.1403,12.554,12.824,3.5851,14.528,21.7972,1.6068,0.1576,-1.2776,9.8308,7.7513,4.8585,-11.0815,-13.2852,-44.1403,0,Partial curve; high efficacy,-4.4251,1.2221,0.8541,-82.0216,-2.5268,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-65.0965,7.1902,1.7021,-9.2779,2.6039,10.1714,-14.472,-16.258,-11.28,-0.8711,-6.3431,-11.2657,-32.8112,-42.0319,-65.0965,10,Complete curve; partial efficacy,-4.65,1.21,0.9425,48.0208,3.7873,1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,43.8192,1.692,6.9843,5.0964,4.0447,3.8891,10.2846,9.1217,4.6689,10.0858,7.7236,11.3063,25.4572,36.9042,43.8192,QC'd by NIEHS/NTP
1289,17389950,2955,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509386-01/37856987,,Inactive,,,,0,,,,,,,4,,5.9184,2.6187,2.9254,-7.8738,9.9772,-3.5438,-2.5486,-0.2453,11.0806,12.5477,1.9084,-6.8739,5.9383,1.9173,5.9184,10,,,,,,,4,,5.9994,3.9409,6.0224,-5.0367,9.0059,-3.1913,2.2915,0.493,7.2405,8.3404,-0.2642,-2.7029,4.572,2.9825,5.9994,10,,,,,,,4,,2.124,0.0271,-0.4434,-0.2248,1.5204,0.824,-1.2646,0.9438,2.1988,4.2193,1.7081,-1.5251,-0.1616,0.9758,2.124,QC'd by NIEHS/NTP
1290,17389951,15331,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981525-01/37857471,,Inactive,,,,0,,-7.6,2.9523,0.499,-4.1074,2.5,4,1 0 0 0 0 1 0 0 0 0 0 0 0 0,-4.1296,-1.2238,3.0454,0.5343,-1.1641,-6.0113,3.179,-5.7038,-7.254,-1.3966,-0.3348,-5.7363,-0.9257,-7.5895,-4.1296,10,,,,,,,4,,2.2251,-3.2099,2.4879,-0.3912,-0.1209,-6.0165,0.1724,-3.4462,-5.456,0.1047,-0.8331,-0.8904,1.2851,-3.9556,2.2251,10,,,,,,,4,,1.6012,-0.2581,0.1009,0.3267,-0.8932,-0.0423,3.4131,-0.5944,0.0728,0.0113,0.1549,-0.5575,1.8398,0.8702,1.6012,QC'd by NIEHS/NTP
1291,17389952,135398738,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08582960-01/37856638,,Inactive,,,,0,,,,,,,4,,-10.1013,-5.201,-1.0165,-0.0863,-0.762,-14.8837,-3.5774,-1.0743,-7.4858,-10.3904,-14.7326,-2.3563,-6.6332,-18.0365,-10.1013,10,,,,,,,4,,-7.501,-4.1879,0.0462,0.0638,0.0821,-12.4714,0.2209,0.085,-6.5504,-8.3593,-6.7431,1.3022,1.5398,-10.0252,-7.501,10,,,,,,,4,,3.8105,-1.2895,-2.1541,-1.1267,-2.8611,-3.2563,-3.0556,-0.4957,-1.5981,0.0454,-3.7295,-0.7579,-1.0258,-2.6216,3.8105,QC'd by NIEHS/NTP
1292,17389953,9880,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944402-01/37856298,,Inconclusive,,,,0,,-4.3,2.4064,0.706,-28.4314,5.124,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-27.2328,-3.027,-3.1523,3.5644,12.9868,7.9823,4.9369,3.1697,15.2467,0.1902,10.9637,5.4201,-1.1973,-6.489,-27.2328,0,Partial curve; partial efficacy; poor fit,-4.3251,3.132,0.7847,-26.7129,-0.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-27.2607,-4.8084,-8.7307,-0.0598,5.0121,0.2642,1.3963,0.4014,0.9732,-5.933,4.8248,0.968,-4.278,-12.6264,-27.2607,10,,,,,,,4,,-4.2883,-4.2198,0.2514,1.173,0.4568,4.7985,-0.1283,-1.7003,7.0151,0.7892,-0.5113,-1.1045,-0.1838,1.9042,-4.2883,QC'd by NIEHS/NTP
1293,17389954,7967,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548312-01/37857479,,Inactive,,,,0,,,,,,,4,,7.8619,-8.0673,-2.824,0.8744,-2.8812,4.6299,-9.1056,-94.554,-0.4182,1.8091,-14.108,-92.0719,2.3134,-4.6206,7.8619,10,,,,,,,4,,2.779,-3.9824,1.1142,-1.3652,0.2209,1.071,-9.6524,-27.9023,-3.3256,-0.8324,-8.3338,-86.7148,-0.1946,-3.5978,2.779,10,,,,,,,4,,-1.4203,-2.2099,-2.0663,-1.5814,-1.4353,-2.5754,0.7048,-7.9295,-1.457,-1.9007,-3.0275,-7.3426,0.3461,-3.4316,-1.4203,QC'd by NIEHS/NTP
1294,17389955,444041,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02540566-01/37856522,,Inactive,,,,0,,-4.15,1.1,0.6569,30,3.5,4,0 0 0 0 1 0 0 0 0 0 0 0 0 0,22.66,6.5215,2.4552,5.5938,3.0522,22.4844,3.9924,2.8736,3.6437,1.4028,7.9454,0.3361,14.1596,7.157,22.66,10,,,,,,,4,,12.0529,-0.2889,-0.494,-1.0321,3.8232,12.6726,2.8483,-0.9272,2.7546,2.7752,5.0281,0.6822,6.6615,0.9365,12.0529,10,,,,,,,4,,1.3685,-0.2213,-3.9677,-0.85,-1.4124,0.3858,-0.7827,-0.2912,-0.9411,-1.0037,0.1292,-2.2338,-1.3812,-0.6233,1.3685,QC'd by NIEHS/NTP
1295,17389956,135465076,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08582972-01/37857619,,Inactive,,,,0,,-4.35,3.132,0.75,-28.156,2.5,4,0 0 0 1 0 0 0 0 0 0 0 0 0 0,-28.4633,-1.6514,10.6826,1.2575,19.6573,-6.1295,-3.8811,5.6201,6.3009,2.9096,1.755,10.0248,-4.2275,-11.0034,-28.4633,10,,-4.2251,2.7202,0.6559,-28.926,5.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-21.605,0.1963,11.6676,1.7788,14.7466,-4.9167,0.5262,11.369,2.7947,7.8585,6.0958,9.1047,1.1675,-3.6627,-21.605,10,,,,,,,4,,-2.0165,-1.0771,-2.856,-2.494,2.048,-2.5327,-3.6162,-3.8607,-0.023,-4.8163,-0.6103,-0.5877,-1.5412,-4.5362,-2.0165,QC'd by NIEHS/NTP
1296,17389957,8445,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07934830-01/37856333,,Inactive,,,,0,,,,,,,4,,1.0262,-1.4187,-3.3703,0.9466,-5.7128,0.2828,-1.1588,-10.0232,9.1209,3.9324,1.3961,-4.3016,5.8675,-0.7388,1.0262,10,,,,,,,4,,0.303,1.2048,0.1018,2.8508,0.4187,0.6747,0.684,-4.9327,8.4805,5.2752,2.648,0.6038,0.8201,0.8389,0.303,10,,-4.8,4.9549,0.879,1.5,-2.7793,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0,1.0315,-2.8374,-2.5332,-2.6285,-3.3333,-3.0178,-2.8753,-3.9828,-2.8103,-2.3772,-2.1321,-3.2487,1.0697,-1.5843,1.0315,QC'd by NIEHS/NTP
1297,17389958,7610,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990295-01/37856631,,Inactive,,,,0,,,,,,,4,,0.6156,14.4353,-2.7012,-0.8081,2.5955,13.7417,-0.6016,12.0722,2.1321,16.9159,10.5305,12.5175,-2.1753,6.2209,0.6156,10,,,,,,,4,,-2.5705,7.4746,-9.3427,1.0521,1.4794,6.1854,-1.2126,-1.4343,0.9733,7.2195,3.6713,4.1428,-11.2897,2.2295,-2.5705,10,,,,,,,4,,-0.1835,0.1963,0.7317,-4.256,0.182,1.4001,-1.7738,7.2258,-1.1429,3.0126,1.8419,0.4097,2.6847,-0.2866,-0.1835,QC'd by NIEHS/NTP
1298,17389959,323,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08006135-01/37857540,,Inactive,,,,0,,,,,,,4,,12.1836,1.9461,-5.4895,1.4509,-3.7883,-0.4861,-5.9921,-4.0339,-9.823,3.5352,7.3996,0.335,7.572,-6.8662,12.1836,10,,-5.7251,4.9549,0.3211,3.5,-1.1437,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.9818,0.6996,-1.3358,0.2413,1.2073,-1.6765,-1.536,1.0475,-7.203,1.0973,6.6296,0.0211,7.7137,-2.8544,6.9818,10,,,,,,,4,,1.4188,-1.1131,-0.5527,0.113,-1.3588,-0.7176,-1.1413,-1.3183,-0.2627,-0.5704,1.7741,-0.5442,1.7626,-0.9449,1.4188,QC'd by NIEHS/NTP
1299,17389960,61444,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02540586-01/37857424,,Inactive,,,,0,,,,,,,4,,6.9102,-6.2427,10.9025,4.2291,1.4615,2.3693,6.1789,16.0139,3.8171,4.5887,18.286,-1.1432,2.4519,-3.0803,6.9102,10,,-9.1251,4.9549,0.5274,2,-16.4349,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.0182,-12.0291,3.4773,2.2943,2.9789,0.6193,-0.5936,4.5768,0.8932,-0.5429,12.9576,-0.3696,-1.2124,1.8489,0.0182,10,,,,,,,4,,-0.1116,1.8638,1.0976,1.2836,-2.2159,3.2168,-2.1071,6.5738,2.2409,1.4542,2.2541,0.8539,-0.8983,-3.5518,-0.1116,QC'd by NIEHS/NTP
1300,17389961,311,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944071-01/37857485,,Inactive,,,,0,,,,,,,4,,9.8761,12.3827,11.7614,10.6588,7.7997,19.3609,17.5367,12.5157,12.2567,-1.1319,8.2675,6.8455,17.8735,9.5003,9.8761,10,,,,,,,4,,1.1703,4.4327,4.4983,2.9613,1.4517,8.2671,8.1267,5.5766,3.0872,-1.3536,2.3394,0.2214,4.8034,2.404,1.1703,10,,,,,,,4,,4.7688,1.6517,0.9057,1.173,0.4044,3.2176,1.4877,2.7595,3.1443,0.5869,2.2663,1.0694,1.8395,3.5521,4.7688,QC'd by NIEHS/NTP
1301,17389962,2756,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08001282-01/37857253,,Inactive,,,,0,,-6.1,3.0654,0.588,11.5,-1.709,4,1 0 0 0 0 1 0 0 0 0 0 0 0 1,19.0547,5.4242,5.7764,7.7379,-8.4557,-8.9242,13.6251,-3.1804,6.8524,8.4173,12.3301,15.0591,12.5954,8.1228,19.0547,10,,,,,,,4,,2.1172,1.5405,2.9232,1.4257,-12.4337,-0.3335,2.9285,-1.089,-1.3192,0.693,6.6447,3.2391,2.954,1.8844,2.1172,10,,,,,,,4,,1.0838,4.1581,-0.8252,2.278,0.6773,-5.6615,1.2503,-0.7858,2.8014,3.261,0.8615,1.4649,-0.4014,0.3701,1.0838,QC'd by NIEHS/NTP
1302,17389963,2950,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990272-01/37857157,,Inhibitor,7.4978,36.4122,,0,Partial curve; partial efficacy; poor fit,-4.9,0.8,0.8964,-44.7964,3.0551,-2.4,0 0 0 0 0 0 0 0 0 0 0 1 0 0,-41.8218,7.0766,4.6862,5.0732,-7.0947,0.6217,2.9255,2.1843,2.0212,-8.3323,-8.5859,-22.9906,-50.1723,-24.5173,-41.8218,0,Complete curve; partial efficacy,-5.1251,2.9023,0.8448,-38.2339,-1.8216,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-41.1113,2.0572,0.3118,2.9566,-8.0426,-2.9246,-0.4994,0.8142,-0.4529,-9.6303,-9.8923,-21.2192,-50.2598,-24.0031,-41.1113,10,,-5.15,1,0.8637,-5.8419,-1,4,0 0 0 0 0 0 0 0 0 0 0 0 1 0,-5.2191,-0.6969,0.3317,-1.3731,-2.2719,-1.1658,-0.7724,-1.1266,-0.7554,-1.6038,-2.7994,-3.5918,-5.2849,-2.2646,-5.2191,QC'd by NIEHS/NTP
1303,17389964,14012,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08006255-01/37856578,,Inactive,,,,0,,,,,,,4,,1.1757,2.5254,-5.1808,-5.5239,-0.5376,2.118,3.9976,-8.2535,-7.835,-3.7802,-5.1447,-7.1702,-2.7488,8.444,1.1757,10,,-4.5751,1.4163,0.3267,10,-2.7202,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-0.5692,0.7251,-6.7749,-0.392,-6.9569,1.8019,2.0012,-8.9335,-7.3566,2.1554,-0.7471,-0.5819,1.1317,6.8381,-0.5692,10,,,,,,,4,,0.5142,-1.5954,-1.1668,-2.3036,1.4062,-0.5488,-0.8456,-1.5668,-1.2416,-1.6243,-2.8014,0.1067,-3.4905,-0.4457,0.5142,QC'd by NIEHS/NTP
1304,17389965,2727,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990176-01/37856817,,Inactive,,,,0,,-7.1,0.2,0.6738,8,-19.522,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0,4.5267,-12.5096,-12.935,-5.7453,1.4399,-12.9456,-4.4157,2.2146,-9.771,-0.9469,2.6982,-3.791,2.0931,1.0712,4.5267,10,,-8.0251,3.5117,0.4383,0,-9.108,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.809,-9.2567,-8.8315,-1.8308,2.2651,-6.9216,-2.0991,5.0844,-5.4454,2.1332,5.1521,-4.7191,3.6944,1.4515,0.809,10,,,,,,,4,,-1.1716,0.244,-2.5778,-1.6852,-0.5994,-1.3605,0.1644,-0.3695,-2.9452,-1.2254,-1.6395,-0.0161,-2.6018,-2.457,-1.1716,QC'd by NIEHS/NTP
1305,17389966,5284366,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981866-01/37856451,,Inactive,,,,0,,-4.1,3.132,0.6365,24,-0.8765,4,0 0 0 0 0 0 0 0 1 0 0 0 0 0,17.0996,-3.5581,-2.1562,-5.7305,-4.5353,5.0488,-3.8619,1.8556,2.9551,6.8518,2.3304,2.0344,-3.4397,-0.364,17.0996,10,,-4.0251,0.8,0.5208,28,1.339,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,21.5885,-1.0752,0.5497,-2.6342,0.0875,6.5,-1.0624,4.1934,3.937,9.3014,6.6613,1.287,0.8293,7.6881,21.5885,10,,-5.2,1.4641,0.9478,-10.5848,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-9.8921,-1.2818,-0.6372,-1.585,-0.653,-0.3613,-2.2234,1.1255,0.4188,-2.1427,-4.0349,-6.9012,-10.0707,-9.9736,-9.8921,QC'd by NIEHS/NTP
1306,17389967,6423,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07936084-01/37857041,,Inactive,,,,0,,,,,,,4,,20.2116,5.0158,4.657,5.1042,-2.4333,4.0305,-8.2885,10.4756,-2.6897,-1.1266,8.0526,2.6305,13.1007,-1.6649,20.2116,10,,,,,,,4,,10.611,5.5449,7.4152,5.1601,-0.7585,5.7162,-4.6208,12.5826,0.6475,-0.873,7.521,-0.1976,4.8337,-0.6853,10.611,10,,,,,,,4,,0.3677,-1.2975,-2.422,-0.7324,-0.6288,-0.6953,-1.8571,0.0611,-0.221,-2.098,-0.1315,-0.4402,-2.2915,-2.1735,0.3677,QC'd by NIEHS/NTP
1307,17389968,8800,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07980917-01/37856564,,Inactive,,,,0,,,,,,,4,,4.0836,4.0919,9.2255,14.3381,7.3809,2.2492,6.502,5.1767,5.1801,2.8092,1.1362,22.0723,3.4536,5.483,4.0836,10,,,,,,,4,,-1.5846,-0.6142,1.4025,4.5544,-1.2132,-0.2787,2.28,-1.65,-0.9572,0.723,-0.7534,11.4159,-0.5718,1.0666,-1.5846,10,,-4,2.4064,0.6454,7.5,-0.5121,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.3643,-0.8605,-0.1347,-0.053,0.4044,0.2635,-0.8915,0.3263,-0.9775,-2.0934,0.0436,-0.4212,-1.5336,0.2804,3.3643,QC'd by NIEHS/NTP
1308,17389969,23392,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082701-01/37857585,,Inactive,,,,0,,,,,,,4,,3.4946,7.4239,3.389,4.0561,-1.9541,-8.5093,-2.736,-16.869,9.4427,-2.7654,-0.8963,0.1476,11.1698,1.6613,3.4946,10,,,,,,,4,,1.1295,0.2557,0.0833,0.012,-1.4673,-12.78,-9.4706,-19.4708,-0.6895,-6.9293,-8.076,-0.5669,0.9122,-7.1355,1.1295,10,,,,,,,4,,-0.168,1.7418,-0.6164,0.0739,-4.5077,-1.6435,0.3203,-3.3467,0.885,-1.3599,1.5434,-1.4555,1.8117,3.2395,-0.168,QC'd by NIEHS/NTP
1309,17389970,6212,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02911422-01/37857422,,Inactive,,,,0,,,,,,,4,,-5.7294,9.9071,-0.1234,4.0149,6.494,-3.2302,2.1617,-4.4738,8.2242,11.1172,-2.8175,4.0535,2.2158,5.1219,-5.7294,10,,,,,,,4,,2.1939,2.6472,1.8482,2.7955,0.9222,-1.9268,0.8624,0.3061,7.9804,6.2387,-9.8519,2.8449,2.884,-0.002,2.1939,10,,,,,,,4,,2.2002,2.0756,-0.4224,1.157,0.0363,-0.0976,1.8651,-2.0552,-1.6668,1.2934,2.4983,-1.2008,1.3856,3.2592,2.2002,QC'd by NIEHS/NTP
1310,17389971,31296,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08000842-01/37857093,,Inactive,,,,0,,,,,,,4,,6.2828,4.0701,-5.3647,-1.535,-5.3395,-4.3229,-6.1214,3.6294,0.9622,9.0245,-3.1093,3.4289,-2.2643,-2.2902,6.2828,10,,,,,,,4,,4.1835,2.4056,-6.0689,-0.0769,-4.8123,3.0134,-9.4807,0.7339,3.2434,4.641,-0.2209,1.3713,-4.9681,-3.5779,4.1835,10,,-4.95,4.9549,0.639,4.5,-0.7125,4,0 0 1 0 1 0 0 0 0 0 0 0 0 0,4.8031,0.4484,-2.1458,-7.0906,-2.0586,-8.2981,1.0743,0.5599,-4.3437,2.4538,-1.7152,0.3973,4.7927,4.2486,4.8031,QC'd by NIEHS/NTP
1311,17389972,7964,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082684-01/37856305,,Inactive,,,,0,,-4.55,4.095,0.4496,-4.0377,6.5,4,1 0 1 0 0 0 0 0 0 0 0 0 0 1,4.9349,11.2915,5.2255,-0.7029,9.7101,5.9091,1.634,12.9669,7.1269,7.2132,2.4672,4.8487,4.0565,-2.948,4.9349,10,,,,,,,4,,-3.0883,5.537,1.8096,-1.9191,3.1262,2.1095,-14.4744,5.5873,-0.4557,0.7402,-2.7847,-0.1303,-4.7514,-7.2953,-3.0883,10,,,,,,,4,,1.7008,-1.1826,-2.48,-3.1123,-0.1811,-2.0757,11.307,-1.4693,2.4713,-0.1935,-0.3166,-1.0574,4.4688,-2.4414,1.7008,QC'd by NIEHS/NTP
1312,17389973,7812,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08002894-01/37856302,,Inactive,,,,0,,,,,,,4,,18.0506,12.6339,25.1779,2.9239,-5.6053,-7.2758,7.5826,0.3218,7.7259,6.9775,8.4722,0.3176,12.1297,8.7979,18.0506,10,,-8.1251,4.9549,0.5588,-1.3289,11,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,10.5051,7.3686,14.7709,-2.0272,-8.1907,-8.0968,1.2387,-4.898,-0.0548,-0.2069,3.8106,-1.4352,3.7253,1.5079,10.5051,10,,,,,,,4,,1.626,1.5502,4.1205,1.4525,-1.2312,-2.2977,2.0984,2.8054,2.4109,4.2078,0.8661,-2.15,2.683,0.9835,1.626,QC'd by NIEHS/NTP
1313,17389974,8805,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07990352-01/37856795,,Inactive,,,,0,,-4.35,4.4495,0.6012,-14.8544,-2,4,1 0 0 0 0 0 0 0 0 1 0 0 0 0,-14.0453,-7.0358,-1.8864,1.1567,0.6424,-6.0095,-0.015,-4.5781,-8.9664,0.373,-11.095,1.7087,-0.9608,-9.4548,-14.0453,10,,-4.1751,3.9295,0.5075,-11.244,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.9534,-0.5565,0.6759,0.7421,1.6562,-3.4146,1.38,-1.7337,-4.4319,1.1511,-4.8571,1.0754,1.4937,-2.6127,-8.9534,10,,,,,,,4,,-1.6946,-0.9712,-0.005,1.2856,0.6097,0.1834,0.6179,0.5856,-0.8756,0.5138,-1.8316,-0.2735,-1.5146,-1.3582,-1.6946,QC'd by NIEHS/NTP
