PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005899000 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.824 uM,W590-Activity at 1.843 uM,W590-Activity at 4.122 uM,W590-Activity at 9.217 uM,W590-Activity at 20.61 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
1243,17389904,6319,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07934770-01/115413180,,Inhibitor,42.1632,85.4272,,0,Partial curve; high efficacy,-4.3751,1.7137,0.9712,-94.1288,-5.3477,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.5691,0.9081,-5.2528,-11.1463,-4.7812,-0.6131,-5.3909,-6.1068,-5.3373,-5.7213,-5.7089,-17.5083,-27.0592,-49.0053,-82.5691,0,Partial curve; high efficacy,-4.3751,2.1211,0.9733,-89.2623,-3.8351,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-82.6502,0.7005,-3.2736,-10.5154,-5.3863,0.5306,-4.9088,-0.8423,-3.121,-3.9541,-2.7488,-10.7053,-22.4407,-46.5901,-82.6502,10,,-4.1,0.8,0.8506,-12.1479,-1.0708,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-6.79,-1.9424,-0.487,-0.059,-0.2157,-1.123,-1.4524,-2.8852,-0.5918,-0.8676,-2.6186,-2.9674,-3.1152,-6.1059,-6.79,QC'd by NIEHS/NTP
1244,17389905,11813,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981847-01/115413256,,Inactive,,,,0,,-5.2751,2.4729,0.4771,1.5,-6.248,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-0.7864,-7.6371,-6.1441,-1.9317,-8.3942,-2.8419,-11.8733,-7.5096,0.9672,-10.3487,-1.5543,-1.8783,3.4522,3.2836,-0.7864,10,,,,,,,4,,-0.891,-6.8177,-4.6814,-1.0229,-5.0425,0.3834,-10.1104,-6.8933,-0.3845,-8.9403,-1.5832,-2.8719,0.5414,-1.4906,-0.891,10,,,,,,,4,,-2.0829,-1.0435,-2.0858,-1.5397,-2.5398,-1.6562,-1.0818,-0.0881,-0.3818,-2.0924,-0.0428,0.1205,-0.5194,0.8098,-2.0829,QC'd by NIEHS/NTP
1245,17389906,1493,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548302-01/115412333,,Inhibitor,21.1317,58.4432,,0,Partial curve; partial efficacy,-4.5751,1.6259,0.9132,-51.4929,5.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-45.774,3.3825,3.2148,3.9413,10.8555,8.9042,-6.51,5.0081,15.5079,2.8626,7.9853,-4.3972,-19.4826,-32.1644,-45.774,0,Partial curve; partial efficacy,-4.6751,1.5095,0.9396,-58.334,0.1092,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-53.6621,1.8701,-0.2825,1.2071,1.9118,0.625,-11.9367,2.0925,5.2462,-6.5387,2.0715,-12.9792,-30.0915,-41.5312,-53.6621,10,,,,,,,4,,0.578,-0.4133,-0.1477,-0.987,-0.0198,0.2444,-0.2416,0.5153,1.2582,0.2953,1.4596,-0.0851,4.3253,1.259,0.578,QC'd by NIEHS/NTP
1246,17389907,10555,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08082748-01/115413251,,Inactive,,,,0,,-4.4751,4.9549,0.5892,-5.6654,8,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,11.609,7.1443,11.453,5.1188,8.1066,6.612,11.5466,3.668,13.3889,7.3185,6.3775,7.414,8.7375,-3.8878,11.609,10,,,,,,,4,,7.8936,-1.121,7.3062,1.5123,1.0069,4.5468,5.1549,1.032,9.5372,5.4509,3.9807,0.0039,6.6953,-1.3421,7.8936,10,,,,,,,4,,-1.0833,1.2892,0.7001,2.561,2.4049,-1.6219,1.9029,-0.1781,-0.3706,0.5246,0.8694,1.1919,-1.1117,-2.0426,-1.0833,QC'd by NIEHS/NTP
1247,17389908,6228,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02911333-01/115412524,,Inconclusive,,,,0,Complete curve; partial efficacy; poor fit,-5.3251,1.4641,0.728,10.5,-4.9963,1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.0632,-3.6976,-5.8716,-7.0014,-0.3192,-7.8562,-3.1657,-6.189,-8.7469,4.4888,-3.3735,11.789,4.0464,9.5189,12.0632,10,,-5.7751,2.2526,0.4015,0,-5.9174,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,2.0289,-3.9469,-5.4632,-7.1891,-3.312,-5.5986,-2.779,-10.6149,-11.5978,3.2023,-5.8623,2.3052,-1.0041,-0.1799,2.0289,10,,,,,,,4,,-2.8474,0.0993,-1.834,-1.1239,0.8851,-3.7034,-3.5386,3.1057,0.7505,-3.1096,-1.8253,-0.9693,-2.4141,-1.8507,-2.8474,QC'd by NIEHS/NTP
1248,17389909,6598,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548325-01/115412648,,Inactive,,,,0,,,,,,,4,,4.0744,-0.5516,3.7913,1.6514,-4.1863,-11.5224,-3.9375,-4.3354,-4.5949,-12.9033,1.7202,2.0321,-1.4899,-3.8286,4.0744,10,,,,,,,4,,-0.1721,-4.3357,-0.0737,-0.0152,-2.7412,-15.5412,-4.0082,-5.1455,-3.2118,-11.5474,-0.0127,2.0846,-1.7654,-4.5551,-0.1721,10,,,,,,,4,,-0.4607,0.9219,-0.9117,-1.3929,-3.4105,-1.7218,-1.487,-1.2413,-3.2844,-3.1581,-1.7196,-2.7086,-2.0268,-3.1858,-0.4607,QC'd by NIEHS/NTP
1249,17389910,6001,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08006839-01/115412385,,Inhibitor,37.578,76.9345,,0,Partial curve; partial efficacy,-4.3751,3.132,0.9347,-54.9373,-4.8005,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-53.8601,-2.2318,-7.5075,4.1452,-3.0475,-8.8406,-5.7531,-5.1289,-5.3674,-9.2908,-6.4133,0.9497,-12.4069,-32.5308,-53.8601,0,Partial curve; high efficacy,-4.4251,1.331,0.956,-82.6663,-5.7319,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-65.2775,-0.5384,-8.6458,2.0412,-3.3633,-12.8485,-6.0697,-4.7057,-7.9071,-12.2499,-12.6191,-11.4992,-30.4084,-48.9284,-65.2775,10,,-5,1.4787,0.9961,29,-0.9539,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,28.2933,-0.8746,-0.713,-1.3912,-1.6282,0.4563,-1.3974,-0.5335,-0.2039,1.2663,5.6669,12.455,22.0383,24.7868,28.2933,QC'd by NIEHS/NTP
1250,17389911,949,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509394-01/115413315,,Inactive,,,,0,,-6.0251,1.1,0.4285,10,1.4109,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.8497,-2.2815,5.4217,2.6776,-3.4076,1.4398,9.7263,4.9887,-1.5151,6.6814,13.1752,15.0157,8.5868,5.1121,9.8497,10,,,,,,,4,,2.4462,-3.103,0.5148,-0.3313,-10.5882,-11.1783,0.4514,1.4697,-10.782,3.2386,5.4034,0.8127,-1.4313,3.3986,2.4462,10,,,,,,,4,,-0.1318,-0.3603,2.6868,0.869,0.6797,2.5013,0.8339,0.6006,2.7428,0.4533,0.7844,4.4467,-0.2972,-1.4569,-0.1318,QC'd by NIEHS/NTP
1251,17389912,6009,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07935626-01/115412559,,Inactive,,,,0,,-4.3751,4.095,0.5765,13.5,-6.4031,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.6821,-4.2394,-9.4446,1.2794,-11.2626,-11.6875,-12.8359,-4.4811,4.5454,-3.9641,-8.4611,-11.2306,-5.105,5.5298,12.6821,10,,-4.5251,4.9549,0.4891,7,-4.3156,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,6.6576,0.6114,-4.6632,-1.4618,-6.9045,-8.8118,-11.513,-0.3637,0.8927,0.0968,-4.9895,-10.497,-3.3154,6.6825,6.6576,10,,,,,,,4,,0.9327,-1.6585,-2.5606,-0.6178,-1.6497,-4.1347,-3.5743,-3.5699,-1.2251,-2.8852,-2.2664,-2.633,-1.478,-0.0039,0.9327,QC'd by NIEHS/NTP
1252,17389913,6053,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07935244-01/115413007,,Inhibitor,42.1632,36.6398,,0,Partial curve; partial efficacy,-4.3751,1.7137,0.9269,-67.0274,-2.7792,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-58.7959,1.704,-12.1784,2.5257,1.9824,-3.2788,-3.1152,-3.19,3.9964,-4.5438,-8.2859,-12.3969,-15.8076,-35.9391,-58.7959,0,Partial curve; partial efficacy,-4.3751,2.2526,0.8382,-39.3025,-2.6626,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-38.5318,0.226,-12.1942,2.1708,1.5913,-6.7527,-3.0796,-4.3202,3.0944,-2.0265,-5.9662,-7.2113,-6.6411,-19.7543,-38.5318,10,Partial curve; partial efficacy,-4.35,1.9673,0.9797,-47.7946,-2.9821,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-41.5079,-1.595,-3.664,-1.8404,-2.178,-2.0961,-1.7761,-1.2103,-3.1917,-3.7353,-5.9193,-7.895,-11.3857,-24.3545,-41.5079,QC'd by NIEHS/NTP
1253,17389914,7069,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08080882-01/115412606,,Inhibitor,42.1632,30.017,,0,Partial curve; partial efficacy; poor fit,-4.1751,2.4064,0.7325,-31.2845,0.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-22.7371,-4.7627,-8.071,6.4242,2.3103,2.0619,-3.8927,2.1227,2.6843,3.6299,0.0463,1.285,-2.5832,-7.08,-22.7371,0,Partial curve; partial efficacy,-4.3751,2.4064,0.7606,-32.0456,-2.0285,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.4189,-10.6528,-10.1297,6.8664,0.1731,-0.1246,-4.4314,-0.1665,0.8404,1.0313,-3.87,-3.8372,-6.996,-15.0674,-33.4189,10,,-4.2,1.6266,0.9118,20,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,14.8282,2.5327,2.7117,0.0535,0.2678,0.6064,0.4429,2.0049,0.6472,1.0899,2.7231,4.2806,2.7975,7.8714,14.8282,QC'd by NIEHS/NTP
1254,17389915,5284385,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08007518-01/115412134,,Inhibitor,37.578,58.7622,,0,Partial curve; partial efficacy,-4.3751,1.331,0.8892,-57.7941,-2.4545,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-48.1617,6.3829,1.9846,-4.8894,-4.5381,4.1669,-4.2614,-6.1039,-3.8091,-7.3421,-11.113,-6.6101,-19.1137,-26.2493,-48.1617,0,Partial curve; partial efficacy,-4.4251,1.4163,0.9492,-58.7282,0.034,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-51.516,8.1441,2.6975,-0.9229,0.177,-0.9543,-3.0259,-2.3954,0.9361,-4.7547,-4.7164,-8.5352,-17.962,-29.7664,-51.516,10,,-4.35,2.2481,0.9714,24,-1.0211,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,21.4138,-1.9029,-1.6445,-1.2756,-1.6471,-0.4892,-1.2865,-1.2576,-1.504,-0.3626,-2.5176,2.467,3.2912,11.0074,21.4138,QC'd by NIEHS/NTP
1255,17389916,13232,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07934812-01/115413072,,Inactive,,,,0,,-4.1251,4.9549,0.416,16,-5.9683,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,11.0882,-4.9248,-12.6514,-9.9154,-3.8725,-5.3735,-14.5569,-0.3431,0.3677,5.3306,-5.9528,-11.5203,-6.9671,-4.5828,11.0882,10,,-6.5751,4.9549,0.335,1,-6.6533,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,8.9963,-4.6581,-9.4914,-8.1134,-0.3531,-2.2344,-15.1278,3.1412,2.4901,4.8074,-2.7071,-7.3196,-2.7868,0.0446,8.9963,10,,,,,,,4,,1.2315,2.6322,-1.5571,-0.7927,-0.7028,-1.7608,1.6546,0.0369,-0.7003,0.7687,1.2765,0.752,2.2778,-1.5566,1.2315,QC'd by NIEHS/NTP
1256,17389917,660,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08005871-01/115412922,,Inactive,,,,0,,-5.1751,4.9549,0.4402,7.5,-2.8515,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-2.1889,-7.98,2.5675,4.379,-1.0924,-0.3166,-10.7096,-1.5911,-9.7391,1.7043,-5.2726,7.6025,7.0395,6.0341,-2.1889,10,,,,,,,4,,-5.9429,-10.0014,0.2555,0.3961,-1.6621,-0.2409,-10.4769,-0.6928,-12.3188,0.3427,-5.0695,-0.1859,0.531,-0.8197,-5.9429,10,,,,,,,4,,0.3765,-0.935,1.1265,3.1098,-0.3412,0.9208,-0.3707,-0.9374,0.6816,-2.7024,-1.4045,1.0946,0.1616,0.2975,0.3765,QC'd by NIEHS/NTP
1257,17389918,2735009,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07936247-01/115413157,,Inactive,,,,0,,-4.4251,4.9549,0.3664,10,-2.7973,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,0.5273,-0.2857,-4.3815,-6.4412,-0.1496,-10.6644,-2.5545,-4.2564,2.5365,4.5778,-3.1771,-3.1101,-7.6442,9.1458,0.5273,10,,,,,,,4,,0.9605,0.003,0.7872,-1.2008,0.8589,-3.4449,-0.6685,-1.2464,4.1355,5.8868,1.649,1.0587,-2.0595,5.4313,0.9605,10,,,,,,,4,,-2.951,-0.8688,-1.1747,-2.2764,-2.533,-3.1854,-1.0872,-0.2999,-0.5878,-0.5861,-0.9694,-2.6976,-2.6276,-2.6316,-2.951,QC'd by NIEHS/NTP
1258,17389919,448537,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02540514-01/115412557,,Inhibitor,33.4915,107.308,,0,Partial curve; high efficacy,-4.4751,1.6259,0.9782,-98.358,7,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-86.2789,4.353,4.857,1.7844,7.6271,9.2504,9.6608,10.0141,9.315,10.3678,-3.4371,-8.849,-21.4995,-53.3121,-86.2789,0,Partial curve; high efficacy,-4.4751,1.6924,0.9911,-107.008,0.2998,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-94.8652,1.8695,2.1369,0.3799,-0.9779,0.1774,0.6396,-0.4829,1.8008,1.775,-5.5898,-15.4331,-29.0621,-62.8138,-94.8652,10,,-4.1,0.8,0.7713,18,2.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,12.2683,2.0894,2.0363,1.0028,1.1448,4.7241,4.2856,4.6647,2.6557,4.4009,1.1939,5.1171,4.9679,8.6015,12.2683,QC'd by NIEHS/NTP
1259,17389920,8117,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509359-01/115413185,,Inactive,,,,0,,,,,,,4,,12.9591,14.4091,5.7916,4.6881,6.4465,8.0581,5.4943,11.0666,5.9593,12.3869,14.108,4.1232,8.678,5.0263,12.9591,10,,,,,,,4,,1.1299,4.9141,0.9348,0.3199,0.8419,-0.1766,-3.5309,6.5865,-0.3175,3.4739,8.1293,-0.8735,0.7559,-0.1249,1.1299,10,,,,,,,4,,0.6454,2.0653,0.7306,0.7281,-0.2688,2.534,3.6407,1.1419,1.6888,0.9118,0.4694,-0.3285,3.1645,-0.1457,0.6454,QC'd by NIEHS/NTP
1260,17389921,2730,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08002920-01/115412143,,Inconclusive,,,,0,,-4.7251,0.5,0.3752,-7.3006,10,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-4.4172,12.5879,10.4318,14.9093,4.7835,-1.4382,15.4186,1.504,8.0276,9.2183,8.3272,-3.8133,6.9928,-1.2105,-4.4172,0,Partial curve; partial efficacy; poor fit,-4.4251,1.2221,0.6685,-38.0327,1,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-30.0273,7.0736,3.3225,-2.702,2.3203,-6.8532,0.9146,0.1653,1.6439,6.7222,4.1805,-21.5113,-0.5958,-22.0861,-30.0273,10,,-4.25,1.1,0.8046,20,1.922,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,14.7406,1.5121,5.8112,3.8375,-0.4817,2.6368,0.8994,1.0743,3.6564,0.8247,3.0433,2.1941,7.0859,8.3408,14.7406,QC'd by NIEHS/NTP
1261,17389922,3048,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990179-01/115412403,,Inhibitor,42.1632,30.5093,,0,Partial curve; partial efficacy,-4.4251,1.9887,0.8448,-40.6003,-2.1392,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.5929,2.3797,-9.7017,-9.3074,-4.7475,-1.7507,-4.1689,3.7992,0.8265,-0.9199,2.092,-0.7618,-14.2918,-20.7908,-37.5929,0,Partial curve; partial efficacy,-4.3751,2.3332,0.7605,-34.0093,-3.5,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.3424,0.3399,-13.8676,-8.5799,-5.6021,-5.8313,-4.2668,3.0122,-0.2202,-3.5056,1.8567,-4.2081,-10.7751,-16.3316,-33.3424,10,,,,,,,4,,-3.7274,-1.0019,1.371,-4.9923,-2.3861,-0.6983,-2.145,-2.5006,-2.7121,-3.6435,-2.2398,0.2008,-3.579,-4.594,-3.7274,QC'd by NIEHS/NTP
1262,17389923,727200,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07930216-01/115412387,,Inconclusive,,,,0,,-5.0251,4.9549,0.6516,-17.049,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-25.4575,1.1201,-4.6925,2.8365,1.2691,-3.6878,3.9915,-1.85,-4.3825,11.6131,4.4706,-7.9738,-19.3092,-6.5817,-25.4575,0,Complete curve; partial efficacy,-5.1251,4.095,0.7968,-22.7321,1.8748,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-33.7361,0.8259,-1.392,1.132,3.3931,0.5287,1.5363,2.6411,-1.5424,8.7677,-0.0029,-14.3832,-24.9273,-9.7091,-33.7361,10,,,,,,,4,,1.2982,-0.2448,-2.5131,-1.5603,-2.1415,-3.3927,-1.0011,-2.5694,0.9504,-0.3745,-0.4281,0.3135,0.8723,-1.7147,1.2982,QC'd by NIEHS/NTP
1263,17389924,8268,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944754-01/115412773,,Inactive,,,,0,,,,,,,4,,1.6024,-0.4568,1.0485,11.5172,-2.6658,-0.7453,1.7045,-3.5117,3.1927,-6.1618,4.2622,-1.2667,-6.552,3.2869,1.6024,10,,-7.5751,4.9549,0.3282,-4.6195,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-0.8338,-3.0864,-0.1098,5.4981,-4.1502,-4.4147,-7.0205,-3.8428,-3.2814,-9.6829,0.0349,-7.7877,-7.4114,0.1812,-0.8338,10,,-4.95,4.9549,0.5445,-2.4795,0,4,0 0 0 0 1 1 0 0 0 0 0 0 0 0,-3.1253,0.7542,0.1817,0.4449,-0.7132,-1.8029,2.007,-1.0689,2.0181,-1.4231,-0.6017,-0.5195,-3.7329,-1.2928,-3.1253,QC'd by NIEHS/NTP
1264,17389925,3039,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944117-01/115413137,,Inactive,,,,0,,,,,,,4,,5.0268,9.4288,11.0711,6.0726,7.5821,3.2481,6.8145,7.3099,13.7133,2.3153,-1.3764,9.4935,4.9821,12.4197,5.0268,10,,,,,,,4,,2.5657,1.1127,7.1035,1.2978,3.2949,-0.2421,3.3332,1.3515,5.9897,2.2954,0.3835,3.3275,-1.5845,3.1705,2.5657,10,,,,,,,4,,0.7011,3.6,1.7496,1.8438,2.3125,-0.8661,1.9199,2.2177,2.8499,0.936,1.5921,1.5555,0.4246,-1.3132,0.7011,QC'd by NIEHS/NTP
1265,17389926,6564,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548277-01/115412369,,Inactive,,,,0,,,,,,,4,,-3.9772,-9.1506,3.8078,0.4629,-4.4084,6.5873,0.2968,-3.5935,-5.5629,-7.145,-5.57,-1.0908,-2.7579,-0.998,-3.9772,10,,,,,,,4,,-2.501,-6.2163,3.0581,0.0466,-2.3076,3.0378,2.1958,-3.4936,-4.98,-5.2844,-4.2103,-2.5234,-1.0281,-0.2362,-2.501,10,,,,,,,4,,-2.0672,-0.8631,0.8423,0.6303,-1.6282,-0.2175,-0.1799,-0.207,-0.0166,-1.3325,-0.6301,-1.9663,-1.5255,-2.2096,-2.0672,QC'd by NIEHS/NTP
1266,17389927,7206,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07930256-01/115412993,,Inactive,,,,0,,,,,,,4,,13.1822,8.4339,13.7498,7.8401,10.7326,12.256,0.5817,10.1382,12.219,7.6938,15.6189,20.1484,14.5098,15.4464,13.1822,10,,,,,,,4,,3.6303,1.0719,-0.2579,6.1841,4.8069,-2.1511,-0.0368,-3.2977,4.0798,1.8415,0.594,5.124,1.5732,2.8351,3.6303,10,,,,,,,4,,3.7817,3.4795,1.36,0.5918,0.0688,-0.625,-1.341,0.0474,1.6497,-0.5477,-0.5435,1.244,0.9429,1.2406,3.7817,QC'd by NIEHS/NTP
1267,17389928,1486,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509376-01/115412416,,Inactive,,,,0,,,,,,,4,,2.1309,0.9257,9.2998,1.049,6.5151,2.8349,0.8496,8.4752,4.1299,3.6195,8.5805,10.4692,6.9076,10.5399,2.1309,10,,-4.1251,4.9549,0.8758,-18.3625,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-13.6354,-2.5713,0.5174,1.8233,-1.3257,-1.045,-1.3707,1.4635,0.2995,1.0909,0.7918,-0.4422,-1.0141,0.383,-13.6354,10,,-4.15,1.9673,0.6814,10,0.1261,4,0 1 0 0 0 0 0 0 0 1 0 0 0 0,7.2754,0.8249,4.0387,-1.9782,-1.4598,2.4676,-0.0796,-0.8818,0.0298,-0.7635,3.7746,2.6647,0.4932,2.2418,7.2754,QC'd by NIEHS/NTP
1268,17389929,8449,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981447-01/115413013,,Inactive,,,,0,,-6.9751,4.9549,0.5107,-1,-7.0804,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,-9.4979,-3.9255,-2.8693,-7.2119,-9.461,-11.317,3.1334,-2.0941,0.5686,0.8975,-3.6814,-3.1379,-1.385,-0.0357,-9.4979,10,,,,,,,4,,-16.7158,-8.4109,-7.1287,-9.5639,-11.4878,-14.7662,0.1344,-4.7815,-4.0649,-3.0348,-7.2275,-7.298,-7.9499,-8.6594,-16.7158,10,,,,,,,4,,-0.6867,1.0081,-2.1189,-1.5986,-1.0199,-2.9281,-1.4111,0.2683,0.8896,-1.563,-1.6102,-2.1073,-0.2256,0.567,-0.6867,QC'd by NIEHS/NTP
1269,17389930,11,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548285-01/115413275,,Inactive,,,,0,,-4.9251,4.9549,0.6168,9,-2.7661,4,0 0 0 0 0 0 0 0 0 0 0 0 0 1,2.3754,-5.6384,-4.0752,2.2392,-2.2952,-4.5353,3.6166,-4.8007,-2.3568,-2.6079,-5.3485,-2.3505,13.1468,4.9626,2.3754,10,,,,,,,4,,-1.8688,-3.8346,-3.1644,4.3819,-1.5834,-1.3829,2.8193,-1.7989,-3.4795,-3.2068,-4.6573,-6.8937,3.5822,-0.09,-1.8688,10,,,,,,,4,,-0.9267,-3.0277,-0.2222,-1.9638,-1.5759,-2.8295,-2.1227,-3.0023,-1.1262,-2.3657,-3.0098,-2.9917,-1.9186,-1.5565,-0.9267,QC'd by NIEHS/NTP
1270,17389931,6365,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08003778-01/115413147,,Inactive,,,,0,,,,,,,4,,22.9512,15.7969,2.3187,11.1231,13.5339,7.2689,3.4593,8.3018,5.4547,10.4233,10.9422,9.9131,12.8741,15.4833,22.9512,10,,,,,,,4,,8.1988,-1.2716,3.2662,0.5088,-2.2028,5.8799,1.6731,6.5358,4.2218,-0.6105,-1.4012,-0.2322,1.7479,1.4646,8.1988,10,,,,,,,4,,0.8575,1.524,0.8741,2.6888,2.9826,0.8931,2.4321,2.532,1.8942,1.3364,2.1063,0.6364,0.1571,0.7075,0.8575,QC'd by NIEHS/NTP
